42374093	1
25979861	2
25725200	3
22466422	4
20675437	5
18914906	6
17528950	7
17199900	8
15186791	9
13646353	10
12910100	11
10353400	12
9186400	13
8668808	14
8084600	15
6810404	16
5815484	17
5580421	18
5126525	19
4000000	20
3875700	21
3875300	22
3025600	23
2866500	24
2815900	25
2465190	26
2173000	27
2091200	28
2089100	29
2030000	30
1945700	31
1889900	32
1888300	33
1888000	34
1675900	35
1653844	36
1500000	37
1423900	38
1414000	39
1346104	40
1265600	41
1250000	42
1200000	43
1167070	44
1108521	45
1054940	46
1039600	47
1000000	48
945000	49
938300	50
933000	51
908600	52
900000	53
863500	54
840000	55
828258	56
812234	57
812234	58
812234	59
795444	60
764800	61
754700	62
744000	63
715800	64
691100	65
681100	66
680000	67
676800	68
620000	69
616000	70
600083	71
600000	72
600000	73
580000	74
552500	75
520600	76
500700	77
500000	78
500000	79
471400	80
458525	81
454100	82
450006	83
450000	84
428000	85
421100	86
420000	87
400000	88
400000	89
400000	90
400000	91
395700	92
373000	93
366800	94
350000	95
338400	96
323000	97
322800	98
307983	99
307300	100
307100	101
305000	102
302610	103
300000	104
300000	105
300000	106
300000	107
300000	108
294900	109
294700	110
290000	111
288300	112
281400	113
280600	114
271100	115
270000	116
252240	117
251320	118
250000	119
250000	120
250000	121
250000	122
240000	123
240000	124
239700	125
230000	126
225000	127
223000	128
218400	129
216500	130
216025	131
206000	132
202600	133
202000	134
200000	135
200000	136
200000	137
200000	138
200000	139
200000	140
190000	141
190000	142
189000	143
185000	144
185000	145
181900	146
180000	147
178000	148
175000	149
175000	150
175000	151
173038	152
172001	153
170000	154
169900	155
163600	156
162600	157
162000	158
161000	159
160000	160
160000	161
160000	162
158700	163
156700	164
156000	165
152400	166
150060	167
150000	168
150000	169
150000	170
150000	171
150000	172
150000	173
150000	174
150000	175
148500	176
144200	177
140000	178
140000	179
140000	180
140000	181
139800	182
138300	183
136100	184
134000	185
133600	186
132500	187
132000	188
130100	189
130000	190
130000	191
130000	192
128000	193
125000	194
121600	195
120900	196
120034	197
120000	198
120000	199
120000	200
120000	201
120000	202
120000	203
120000	204
117672	205
116800	206
114500	207
110600	208
110000	209
107650	210
106100	211
105200	212
105000	213
102000	214
102000	215
102000	216
100900	217
100880	218
100600	219
100000	220
100000	221
100000	222
100000	223
100000	224
100000	225
100000	226
100000	227
100000	228
100000	229
100000	230
100000	231
100000	232
100000	233
100000	234
100000	235
100000	236
100000	237
100000	238
100000	239
100000	240
100000	241
100000	242
100000	243
100000	244
98600	245
96000	246
96000	247
95000	248
95000	249
95000	250
93700	251
93700	252
93000	253
91000	254
90000	255
90000	256
90000	257
90000	258
90000	259
90000	260
90000	261
88000	262
88000	263
87900	264
85000	265
85000	266
85000	267
83000	268
81200	269
80500	270
80082	271
80000	272
80000	273
80000	274
80000	275
80000	276
80000	277
80000	278
79300	279
78420	280
76300	281
76261	282
76000	283
75000	284
75000	285
75000	286
75000	287
75000	288
74500	289
73500	290
73000	291
70000	292
70000	293
70000	294
70000	295
70000	296
70000	297
70000	298
70000	299
70000	300
70000	301
70000	302
70000	303
70000	304
70000	305
70000	306
70000	307
70000	308
70000	309
70000	310
70000	311
69800	312
69320	313
68000	314
68000	315
68000	316
67800	317
67600	318
65300	319
65000	320
65000	321
65000	322
65000	323
64200	324
64000	325
63584	326
63500	327
63300	328
63000	329
62000	330
61200	331
60000	332
60000	333
60000	334
60000	335
60000	336
60000	337
60000	338
60000	339
60000	340
60000	341
60000	342
60000	343
60000	344
60000	345
60000	346
60000	347
60000	348
60000	349
60000	350
60000	351
60000	352
60000	353
60000	354
60000	355
59000	356
59000	357
58000	358
58000	359
57500	360
57200	361
57000	362
56681	363
56500	364
56000	365
55900	366
55400	367
55300	368
55000	369
55000	370
55000	371
55000	372
55000	373
54700	374
54000	375
54000	376
53500	377
53000	378
52500	379
52290	380
52100	381
52000	382
52000	383
51200	384
50668	385
50412	386
50344	387
50300	388
50089	389
50000	390
50000	391
50000	392
50000	393
50000	394
50000	395
50000	396
50000	397
50000	398
50000	399
50000	400
50000	401
50000	402
50000	403
50000	404
50000	405
50000	406
50000	407
50000	408
50000	409
50000	410
50000	411
50000	412
50000	413
50000	414
50000	415
50000	416
50000	417
50000	418
50000	419
50000	420
50000	421
50000	422
50000	423
50000	424
50000	425
50000	426
50000	427
50000	428
50000	429
50000	430
50000	431
50000	432
50000	433
50000	434
50000	435
50000	436
49900	437
49200	438
48100	439
48000	440
48000	441
48000	442
47800	443
47200	444
46000	445
45300	446
45000	447
45000	448
45000	449
45000	450
45000	451
44700	452
44297	453
44200	454
44000	455
44000	456
44000	457
43900	458
43000	459
43000	460
43000	461
42700	462
42000	463
42000	464
42000	465
42000	466
41700	467
41500	468
41500	469
41500	470
41000	471
40700	472
40680	473
40000	474
40000	475
40000	476
40000	477
40000	478
40000	479
40000	480
40000	481
40000	482
40000	483
40000	484
40000	485
40000	486
40000	487
40000	488
40000	489
40000	490
40000	491
40000	492
40000	493
40000	494
40000	495
40000	496
40000	497
40000	498
40000	499
40000	500
40000	501
40000	502
40000	503
40000	504
40000	505
40000	506
40000	507
40000	508
40000	509
40000	510
40000	511
40000	512
40000	513
40000	514
40000	515
40000	516
40000	517
40000	518
39060	519
38500	520
38000	521
37969	522
37700	523
37600	524
37500	525
37000	526
37000	527
37000	528
36400	529
36000	530
36000	531
35700	532
35300	533
35000	534
35000	535
35000	536
35000	537
35000	538
35000	539
35000	540
35000	541
35000	542
35000	543
35000	544
35000	545
35000	546
35000	547
35000	548
35000	549
35000	550
34008	551
34000	552
34000	553
34000	554
33200	555
33000	556
33000	557
33000	558
33000	559
32900	560
32700	561
32600	562
32500	563
32400	564
32000	565
32000	566
32000	567
32000	568
32000	569
31800	570
31700	571
31400	572
31200	573
31000	574
31000	575
30600	576
30300	577
30000	578
30000	579
30000	580
30000	581
30000	582
30000	583
30000	584
30000	585
30000	586
30000	587
30000	588
30000	589
30000	590
30000	591
30000	592
30000	593
30000	594
30000	595
30000	596
30000	597
30000	598
30000	599
30000	600
30000	601
30000	602
30000	603
30000	604
30000	605
30000	606
30000	607
30000	608
30000	609
30000	610
30000	611
30000	612
30000	613
30000	614
30000	615
30000	616
30000	617
30000	618
30000	619
30000	620
30000	621
30000	622
30000	623
30000	624
30000	625
30000	626
30000	627
30000	628
30000	629
30000	630
30000	631
30000	632
30000	633
30000	634
30000	635
30000	636
30000	637
30000	638
30000	639
30000	640
30000	641
30000	642
30000	643
30000	644
29200	645
29000	646
29000	647
29000	648
29000	649
29000	650
28750	651
28000	652
28000	653
28000	654
28000	655
28000	656
28000	657
28000	658
27880	659
27500	660
27500	661
27500	662
27337	663
27320	664
27300	665
27000	666
27000	667
27000	668
27000	669
27000	670
26800	671
26700	672
26500	673
26500	674
26300	675
26200	676
26200	677
26100	678
26000	679
26000	680
26000	681
26000	682
25900	683
25585	684
25500	685
25474	686
25100	687
25000	688
25000	689
25000	690
25000	691
25000	692
25000	693
25000	694
25000	695
25000	696
25000	697
25000	698
25000	699
25000	700
25000	701
25000	702
25000	703
25000	704
25000	705
25000	706
25000	707
25000	708
25000	709
25000	710
25000	711
25000	712
25000	713
25000	714
25000	715
25000	716
25000	717
25000	718
25000	719
24900	720
24800	721
24200	722
